KMLid,OBJECTID,Validity_d,area,bp_address,deal_props,dealing,house_no,last_sale,postcode,price,propid,sale_date,strata,street,suburb,urbanity
632000/632635,313561,29 March 2026,860,"38 CAMPBELL AVE, NORMANHURST NSW 2076",1,AP779179,38,Y,2076,1610000,632635,4 November 2019,0,CAMPBELL AVENUE,NORMANHURST,U
4053000/4053495,336137,29 March 2026,694.7,"50B HINEMOA AVE, NORMANHURST NSW 2076",1,AV382383,50B,Y,2076,1688000,4053495,4 June 2025,0,HINEMOA AVENUE,NORMANHURST,U
4293000/4293380,336412,29 March 2026,566.3,"9 CALGA AVE, NORMANHURST NSW 2076",1,AQ399068,9,Y,2076,1600000,4293380,4 July 2020,0,CALGA AVENUE,NORMANHURST,U
4212000/4212430,336316,29 March 2026,580,"34 HINEMOA AVE, NORMANHURST NSW 2076",1,AP642282,34,Y,2076,745000,4212430,4 July 2019,0,HINEMOA AVENUE,NORMANHURST,U
633000/633931,314125,29 March 2026,739.8,"3 CEDAR ST, NORMANHURST NSW 2076",1,AU953395,3,Y,2076,2090000,633931,4 January 2025,0,CEDAR STREET,NORMANHURST,U
661000/661306,325873,29 March 2026,1227,"28A OSBORN RD, NORMANHURST NSW 2076",1,AP74245,28A,Y,2076,1225000,661306,4 January 2019,0,OSBORN ROAD,NORMANHURST,U
633000/633932,314126,29 March 2026,739.8,"1 CEDAR ST, NORMANHURST NSW 2076",1,AV941740,1,Y,2076,2059500,633932,4 February 2026,0,CEDAR STREET,NORMANHURST,U
2861000/2861786,333145,29 March 2026,527.8,"17 FRASER RD, NORMANHURST NSW 2076",1,AQ58870,17,Y,2076,1350000,2861786,4 February 2020,0,FRASER ROAD,NORMANHURST,U
661000/661299,325868,29 March 2026,1157,"38 OSBORN RD, NORMANHURST NSW 2076",1,AQ743490,38,Y,2076,1260000,661299,4 December 2020,0,OSBORN ROAD,NORMANHURST,U
664000/664402,326615,29 March 2026,1164,"78 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AR430328,78,Y,2076,2130000,664402,4 August 2021,0,PENNANT HILLS ROAD,NORMANHURST,U
627000/627915,311598,29 March 2026,739.8,"16 BEGONIA RD, NORMANHURST NSW 2076",1,AQ308049,16,Y,2076,416667,627915,4 August 2020,0,BEGONIA ROAD,NORMANHURST,U
663000/663285,326249,29 March 2026,403.3,"2B PALM GR, NORMANHURST NSW 2076",1,AQ441186,2B,Y,2076,1200000,663285,4 August 2020,0,PALM GROVE,NORMANHURST,U
3912000/3912559,335874,29 March 2026,480.1,"31A REDGRAVE RD, NORMANHURST NSW 2076",1,AP247694,31A,Y,2076,1007000,3912559,4 April 2019,0,REDGRAVE ROAD,NORMANHURST,U
672000/672829,330300,29 March 2026,296,"1 THE GROVE WAY, NORMANHURST NSW 2076",1,AV712737,1,Y,2076,1682000,672829,31 October 2025,0,THE GROVE WAY,NORMANHURST,U
647000/647993,320173,29 March 2026,475.9,"48A HINEMOA AVE, NORMANHURST NSW 2076",1,AV237725,48A,Y,2076,1862500,647993,31 May 2025,0,HINEMOA AVENUE,NORMANHURST,U
633000/633929,314123,29 March 2026,739.8,"7 CEDAR ST, NORMANHURST NSW 2076",1,AU219212,7,Y,2076,1878000,633929,31 May 2024,0,CEDAR STREET,NORMANHURST,U
3972000/3972512,336025,29 March 2026,700,"26 CAMPBELL AVE, NORMANHURST NSW 2076",1,AP627058,26,Y,2076,1345000,3972512,31 July 2019,0,CAMPBELL AVENUE,NORMANHURST,U
3972000/3972537,336030,29 March 2026,746.1,"17 DUNBAR CL, NORMANHURST NSW 2076",1,AS928506,17,Y,2076,1590000,3972537,31 January 2023,0,DUNBAR CLOSE,NORMANHURST,U
2949000/2949484,333536,29 March 2026,467.2,"21 HAMMOND AVE, NORMANHURST NSW 2076",1,AV598903,21,Y,2076,1838000,2949484,30 September 2025,0,HAMMOND AVENUE,NORMANHURST,U
4393000/4393584,336506,29 March 2026,785,"53 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AS649547,53,Y,2076,1780000,4393584,30 September 2022,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
3972000/3972573,336033,29 March 2026,803.3,"11 NEPEAN AVE, NORMANHURST NSW 2076",1,AV705000,11,Y,2076,2122000,3972573,30 October 2025,0,NEPEAN AVENUE,NORMANHURST,U
651000/651612,321765,29 March 2026,942.2,"39 KNOX PL, NORMANHURST NSW 2076",1,AU668554,39,Y,2076,1750000,651612,30 October 2024,0,KNOX PLACE,NORMANHURST,U
631000/631445,313128,29 March 2026,726.8,"6 BRYAN AVE, NORMANHURST NSW 2076",1,AR730025,6,Y,2076,2900000,631445,30 October 2021,0,BRYAN AVENUE,NORMANHURST,U
637000/637819,315927,29 March 2026,515,"57 DENMAN PDE, NORMANHURST NSW 2076",1,AP755713,57,Y,2076,1344000,637819,30 October 2019,0,DENMAN PARADE,NORMANHURST,U
664000/664997,326774,29 March 2026,1031,"53 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AP849244,53,Y,2076,1158000,664997,30 October 2019,0,PENNANT HILLS ROAD,NORMANHURST,U
659000/659168,324891,29 March 2026,942.2,"7 NICHOLAS CRES, NORMANHURST NSW 2076",1,AU747938,7,Y,2076,1495000,659168,30 November 2024,0,NICHOLAS CRESCENT,NORMANHURST,U
632000/632653,313570,29 March 2026,670.4,"57 CAMPBELL AVE, NORMANHURST NSW 2076",1,AR829291,57,Y,2076,1580000,632653,30 November 2021,0,CAMPBELL AVENUE,NORMANHURST,U
657000/657325,324119,29 March 2026,1435,"4 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AP387027,4,Y,2076,1350000,657325,30 May 2019,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
637000/637775,315905,29 March 2026,693.1,"76A DENMAN PDE, NORMANHURST NSW 2076",1,AT947689,76A,Y,2076,1950000,637775,30 January 2024,0,DENMAN PARADE,NORMANHURST,U
665000/665010,326781,29 March 2026,554.6,"29 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AR551949,29,Y,2076,1410000,665010,30 August 2021,0,PENNANT HILLS ROAD,NORMANHURST,U
673000/673976,330858,29 March 2026,771.4,"7 TWICKENHAM CL, NORMANHURST NSW 2076",1,AS209062,7,Y,2076,1950000,673976,30 April 2022,0,TWICKENHAM CLOSE,NORMANHURST,U
632000/632602,313548,29 March 2026,1252,"8A CAMPBELL AVE, NORMANHURST NSW 2076",1,AT619724,8A,Y,2076,1870000,632602,3 November 2023,0,CAMPBELL AVENUE,NORMANHURST,U
4533000/4533696,336684,29 March 2026,1353,"60 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AT811312,60,Y,2076,1375000,4533696,3 November 2023,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
657000/657356,324131,29 March 2026,1227,"31 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AQ30973,31,Y,2076,2280000,657356,3 March 2020,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
2853000/2853763,333114,29 March 2026,513.8,"52 MALSBURY RD, NORMANHURST NSW 2076",1,AT285420,52,Y,2076,1770000,2853763,3 June 2023,0,MALSBURY ROAD,NORMANHURST,U
637000/637769,315902,29 March 2026,728.8,"12 HUDDART AVE, NORMANHURST NSW 2076",1,AS446834,12,Y,2076,1720000,637769,3 June 2022,0,HUDDART AVENUE,NORMANHURST,U
645000/645698,319067,29 March 2026,929,"19 HAMMOND AVE, NORMANHURST NSW 2076",1,AV472420,19,Y,2076,2750000,645698,3 July 2025,0,HAMMOND AVENUE,NORMANHURST,U
652000/652748,322260,29 March 2026,457.6,"3 LENNOX ST, NORMANHURST NSW 2076",1,AV330449,3,Y,2076,1900000,652748,3 July 2025,0,LENNOX STREET,NORMANHURST,U
658000/658594,324580,29 March 2026,319.3,"2 NEPEAN AVE, NORMANHURST NSW 2076",1,AQ901201,2,Y,2076,1049000,658594,3 February 2021,0,NEPEAN AVENUE,NORMANHURST,U
3315000/3315666,334678,29 March 2026,692,"37C REDGRAVE RD, NORMANHURST NSW 2076",1,AU532622,37C,Y,2076,2500000,3315666,3 August 2024,0,REDGRAVE ROAD,NORMANHURST,U
646000/646337,319393,29 March 2026,853.6,"10 HARRIS RD, NORMANHURST NSW 2076",1,AP540835,10,Y,2076,1343000,646337,3 August 2019,0,HARRIS ROAD,NORMANHURST,U
644000/644930,318673,29 March 2026,986.4,"16 GREENHILL AVE, NORMANHURST NSW 2076",1,AR116920,16,Y,2076,1830000,644930,3 April 2021,0,GREENHILL AVENUE,NORMANHURST,U
657000/657348,324129,29 March 2026,1334,"45 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AR603170,45,Y,2076,2800000,657348,29 September 2021,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
647000/647935,320154,29 March 2026,752.5,"21 HINEMOA AVE, NORMANHURST NSW 2076",1,AS713509,21,Y,2076,1575000,647935,29 October 2022,0,HINEMOA AVENUE,NORMANHURST,U
636000/636671,315391,29 March 2026,784.1,"25 CURRAWONG AVE, NORMANHURST NSW 2076",1,AR707241,25,Y,2076,2000000,636671,29 October 2021,0,CURRAWONG AVENUE,NORMANHURST,U
654000/654867,323065,29 March 2026,915.6,"72 MALSBURY RD, NORMANHURST NSW 2076",1,AV855620,72,Y,2076,1810000,654867,29 November 2025,0,MALSBURY ROAD,NORMANHURST,U
3887000/3887331,335777,29 March 2026,500,"8A FRITH AVE, NORMANHURST NSW 2076",1,AU984245,8A,Y,2076,2405000,3887331,29 March 2025,0,FRITH AVENUE,NORMANHURST,U
3912000/3912565,335878,29 March 2026,811.1,"10 ARIANNA AVE, NORMANHURST NSW 2076",1,AT211585,10,Y,2076,2010000,3912565,29 March 2023,0,ARIANNA AVENUE,NORMANHURST,U
4569000/4569767,336711,29 March 2026,500,"2 HUDDART AVE, NORMANHURST NSW 2076",1,AU370520,2,Y,2076,1900000,4569767,29 June 2024,0,HUDDART AVENUE,NORMANHURST,U
639000/639085,316278,29 March 2026,746.1,"19 DUNBAR CL, NORMANHURST NSW 2076",1,AP454766,19,Y,2076,1022000,639085,29 June 2019,0,DUNBAR CLOSE,NORMANHURST,U
632000/632894,313694,29 March 2026,746.1,"30 CARCOOLA CRES, NORMANHURST NSW 2076",1,AT477373,30,Y,2076,2042000,632894,29 July 2023,0,CARCOOLA CRESCENT,NORMANHURST,U
667000/667215,327741,29 March 2026,733.8,"78 REDGRAVE RD, NORMANHURST NSW 2076",1,AR999558,78,Y,2076,1740000,667215,29 January 2022,0,REDGRAVE ROAD,NORMANHURST,U
667000/667170,327719,29 March 2026,749.9,"9 REDGRAVE RD, NORMANHURST NSW 2076",1,AT630645,9,Y,2076,2200000,667170,29 August 2023,0,REDGRAVE ROAD,NORMANHURST,U
647000/647989,320171,29 March 2026,557.8,"42 HINEMOA AVE, NORMANHURST NSW 2076",1,AT168559,42,Y,2076,2300000,647989,29 April 2023,0,HINEMOA AVENUE,NORMANHURST,U
654000/654874,323070,29 March 2026,1344,"60 MALSBURY RD, NORMANHURST NSW 2076",1,AT381723,60,Y,2076,2701000,654874,29 April 2023,0,MALSBURY ROAD,NORMANHURST,U
665000/665183,326860,29 March 2026,708.2,"4 PINE ST, NORMANHURST NSW 2076",1,AT520213,4,Y,2076,1600000,665183,28 September 2023,0,PINE STREET,NORMANHURST,U
645000/645669,319053,29 March 2026,950.3,"20 HAMMOND AVE, NORMANHURST NSW 2076",1,AP673232,20,Y,2076,1610000,645669,28 September 2019,0,HAMMOND AVENUE,NORMANHURST,U
639000/639762,316544,29 March 2026,766.4,"26 EATON AVE, NORMANHURST NSW 2076",1,AV126463,26,Y,2076,1800000,639762,28 May 2025,0,EATON AVENUE,NORMANHURST,U
3978000/3978454,336050,29 March 2026,1260,"12B OSBORN RD, NORMANHURST NSW 2076",1,AV46059,12B,Y,2076,2000000,3978454,28 March 2025,0,OSBORN ROAD,NORMANHURST,U
647000/647966,320165,29 March 2026,1227,"18A HINEMOA AVE, NORMANHURST NSW 2076",1,AU53391,18A,Y,2076,2100000,647966,28 March 2024,0,HINEMOA AVENUE,NORMANHURST,U
639000/639766,316547,29 March 2026,766.4,"18 EATON AVE, NORMANHURST NSW 2076",1,AV37352,18,Y,2076,2570000,639766,28 February 2025,0,EATON AVENUE,NORMANHURST,U
627000/627917,311599,29 March 2026,942.2,"12 BEGONIA RD, NORMANHURST NSW 2076",1,AP517809,12,Y,2076,543850,627917,28 August 2019,0,BEGONIA ROAD,NORMANHURST,U
663000/663291,326252,29 March 2026,1227,"7 PALM GR, NORMANHURST NSW 2076",1,AV618275,7,Y,2076,1925000,663291,27 September 2025,0,PALM GROVE,NORMANHURST,U
676000/676495,332084,29 March 2026,853.6,"8 WILLOWTREE ST, NORMANHURST NSW 2076",1,AV570741,8,Y,2076,2380000,676495,27 September 2025,0,WILLOWTREE STREET,NORMANHURST,U
3412000/3412205,334875,29 March 2026,887.2,"16C HARRIS RD, NORMANHURST NSW 2076",1,AV596863,16C,Y,2076,2300000,3412205,27 September 2025,0,HARRIS ROAD,NORMANHURST,U
643000/643100,317741,29 March 2026,706.6,"19A FRASER RD, NORMANHURST NSW 2076",1,AR842134,19A,Y,2076,2325000,643100,27 October 2021,0,FRASER ROAD,NORMANHURST,U
644000/644925,318670,29 March 2026,746.1,"6 GREENHILL AVE, NORMANHURST NSW 2076",1,AT369761,6,Y,2076,1875000,644925,27 May 2023,0,GREENHILL AVENUE,NORMANHURST,U
664000/664972,326760,29 March 2026,596.6,"99 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AS152063,99,Y,2076,1390000,664972,27 March 2022,0,PENNANT HILLS ROAD,NORMANHURST,U
656000/656821,323856,29 March 2026,786.8,"10A MILSON PDE, NORMANHURST NSW 2076",1,AQ886969,10A,Y,2076,1420000,656821,27 February 2021,0,MILSON PARADE,NORMANHURST,U
6025000/6025864,336741,29 March 2026,500,"49D PENNANT HILLS RD, NORMANHURST NSW 2076",1,AV750374,49D,Y,2076,1250000,6025864,27 August 2025,0,PENNANT HILLS ROAD,NORMANHURST,U
667000/667179,327724,29 March 2026,700.4,"12 REDGRAVE RD, NORMANHURST NSW 2076",1,AS503242,12,Y,2076,2350000,667179,27 August 2022,0,REDGRAVE ROAD,NORMANHURST,U
2853000/2853764,333115,29 March 2026,506.5,"2B WOODBINE AVE, NORMANHURST NSW 2076",1,AU259857,2B,Y,2076,2150000,2853764,27 April 2024,0,WOODBINE AVENUE,NORMANHURST,U
667000/667209,327736,29 March 2026,724.6,"68 REDGRAVE RD, NORMANHURST NSW 2076",1,AR808220,68,Y,2076,2040000,667209,26 October 2021,0,REDGRAVE ROAD,NORMANHURST,U
636000/636659,315385,29 March 2026,1493,"7 CURRAWONG AVE, NORMANHURST NSW 2076",1,AS871235,7,Y,2076,2180000,636659,26 November 2022,0,CURRAWONG AVENUE,NORMANHURST,U
645000/645682,319061,29 March 2026,1003,"41 HAMMOND AVE, NORMANHURST NSW 2076",1,AS882850,41,Y,2076,2515000,645682,26 November 2022,0,HAMMOND AVENUE,NORMANHURST,U
4534000/4534290,336686,29 March 2026,873,"59 FERNDALE RD, NORMANHURST NSW 2076",1,AU180964,59,Y,2076,2300000,4534290,26 May 2024,0,FERNDALE ROAD,NORMANHURST,U
646000/646314,319382,29 March 2026,701.9,"29 HARRIS RD, NORMANHURST NSW 2076",1,AQ79717,29,Y,2076,1490000,646314,26 March 2020,0,HARRIS ROAD,NORMANHURST,U
661000/661290,325862,29 March 2026,771.4,"56 OSBORN RD, NORMANHURST NSW 2076",1,AT421304,56,Y,2076,2187000,661290,26 July 2023,0,OSBORN ROAD,NORMANHURST,U
636000/636748,315434,29 March 2026,784.1,"15 CYPRESS ST, NORMANHURST NSW 2076",1,AP215725,15,Y,2076,1250000,636748,26 February 2019,0,CYPRESS STREET,NORMANHURST,U
3232000/3232497,334431,29 March 2026,622.9,"37 DENMAN PDE, NORMANHURST NSW 2076",1,AT701018,37,Y,2076,1925000,3232497,26 August 2023,0,DENMAN PARADE,NORMANHURST,U
3912000/3912554,335872,29 March 2026,892,"23 REDGRAVE RD, NORMANHURST NSW 2076",1,AV668979,23,Y,2076,2225000,3912554,25 October 2025,0,REDGRAVE ROAD,NORMANHURST,U
3219000/3219872,334403,29 March 2026,1464.5,"7A RIVERTOP CL, NORMANHURST NSW 2076",1,AT666732,7A,Y,2076,1950000,3219872,25 October 2023,0,RIVERTOP CLOSE,NORMANHURST,U
632000/632869,313674,29 March 2026,739.8,"9 CARCOOLA CRES, NORMANHURST NSW 2076",1,AS796825,9,Y,2076,1555000,632869,25 October 2022,0,CARCOOLA CRESCENT,NORMANHURST,U
667000/667134,327706,29 March 2026,694,"63 REDGRAVE RD, NORMANHURST NSW 2076",1,AV896738,63,Y,2076,2360000,667134,25 November 2025,0,REDGRAVE ROAD,NORMANHURST,U
2889000/2889020,333228,29 March 2026,501.5,"19 STUART AVE, NORMANHURST NSW 2076",1,AS788341,19,Y,2076,1520000,2889020,25 November 2022,0,STUART AVENUE,NORMANHURST,U
632000/632816,313644,29 March 2026,739.8,"2 CAPELLA PL, NORMANHURST NSW 2076",1,AR820788,2,Y,2076,1816000,632816,25 November 2021,0,CAPELLA PLACE,NORMANHURST,U
654000/654873,323069,29 March 2026,1094,"62 MALSBURY RD, NORMANHURST NSW 2076",1,AR199774,62,Y,2076,2450000,654873,25 May 2021,0,MALSBURY ROAD,NORMANHURST,U
647000/647917,320145,29 March 2026,701.9,"59 HINEMOA AVE, NORMANHURST NSW 2076",1,AT201365,59,Y,2076,2060500,647917,25 March 2023,0,HINEMOA AVENUE,NORMANHURST,U
664000/664425,326626,29 March 2026,500,"118 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AP205697,118,Y,2076,811500,664425,25 March 2019,0,PENNANT HILLS ROAD,NORMANHURST,U
665000/665174,326854,29 March 2026,645,"17 PINE ST, NORMANHURST NSW 2076",1,AT411743,17,Y,2076,1916000,665174,25 June 2023,0,PINE STREET,NORMANHURST,U
656000/656813,323851,29 March 2026,672.9,"28 MILSON PDE, NORMANHURST NSW 2076",1,AQ324881,28,Y,2076,600000,656813,25 June 2020,0,MILSON PARADE,NORMANHURST,U
4508000/4508156,336655,29 March 2026,791.5,"44A MALSBURY RD, NORMANHURST NSW 2076",1,AT886849,44A,Y,2076,1480000,4508156,25 January 2024,0,MALSBURY ROAD,NORMANHURST,U
4078000/4078038,336169,29 March 2026,478.5,"31 HAMMOND AVE, NORMANHURST NSW 2076",1,AR996515,31,Y,2076,2000000,4078038,25 February 2022,0,HAMMOND AVENUE,NORMANHURST,U
632000/632865,313671,29 March 2026,739.8,"1 CARCOOLA CRES, NORMANHURST NSW 2076",1,AQ941332,1,Y,2076,1325000,632865,25 February 2021,0,CARCOOLA CRESCENT,NORMANHURST,U
651000/651595,321751,29 March 2026,654.1,"5A KNOX PL, NORMANHURST NSW 2076",1,AT491493,5A,Y,2076,2300000,651595,25 August 2023,0,KNOX PLACE,NORMANHURST,U
626000/626305,310820,29 March 2026,1359,"18 AVERY ST, NORMANHURST NSW 2076",1,AQ122988,18,Y,2076,1500000,626305,25 April 2020,0,AVERY STREET,NORMANHURST,U
676000/676893,332259,29 March 2026,860,"41 WOODBINE AVE, NORMANHURST NSW 2076",1,AV845436,41,Y,2076,2400000,676893,24 September 2025,0,WOODBINE AVENUE,NORMANHURST,U
632000/632600,313547,29 March 2026,503.6,"6B CAMPBELL AVE, NORMANHURST NSW 2076",1,AU499518,6B,Y,2076,1650000,632600,24 September 2024,0,CAMPBELL AVENUE,NORMANHURST,U
652000/652749,322261,29 March 2026,739.8,"5 LENNOX ST, NORMANHURST NSW 2076",1,AU556380,5,Y,2076,2520000,652749,24 September 2024,0,LENNOX STREET,NORMANHURST,U
4326000/4326201,336435,29 March 2026,503,"5A FRASER RD, NORMANHURST NSW 2076",1,AS608621,5A,Y,2076,2335000,4326201,24 September 2022,0,FRASER ROAD,NORMANHURST,U
3989000/3989911,336059,29 March 2026,550.1,"56 MALSBURY RD, NORMANHURST NSW 2076",1,AU658095,56,Y,2076,1720000,3989911,24 October 2024,0,MALSBURY ROAD,NORMANHURST,U
4257000/4257244,336361,29 March 2026,158.1,"6 MYRTLE ST, NORMANHURST NSW 2076",1,AP696143,6,Y,2076,400000,4257244,24 October 2019,0,MYRTLE STREET,NORMANHURST,U
631000/631472,313145,29 March 2026,740.1,"14 BUCKINGHAM AVE, NORMANHURST NSW 2076",1,AT97892,14,Y,2076,1880000,631472,24 March 2023,0,BUCKINGHAM AVENUE,NORMANHURST,U
3219000/3219873,334404,29 March 2026,1710.9,"7B RIVERTOP CL, NORMANHURST NSW 2076",1,AT91693,7B,Y,2076,2170000,3219873,24 March 2023,0,RIVERTOP CLOSE,NORMANHURST,U
641000/641937,317304,29 March 2026,2302,"17 FERNDALE RD, NORMANHURST NSW 2076",1,AS102779,17,Y,2076,1510000,641937,24 March 2022,0,FERNDALE ROAD,NORMANHURST,U
632000/632907,313703,29 March 2026,739.8,"2 CARCOOLA CRES, NORMANHURST NSW 2076",1,AS438373,2,Y,2076,1380000,632907,24 June 2022,0,CARCOOLA CRESCENT,NORMANHURST,U
647000/647995,320175,29 March 2026,487.7,"48B HINEMOA AVE, NORMANHURST NSW 2076",1,AS369276,48B,Y,2076,1325000,647995,24 June 2022,0,HINEMOA AVENUE,NORMANHURST,U
645000/645694,319066,29 March 2026,464.8,"23 HAMMOND AVE, NORMANHURST NSW 2076",1,AU389144,23,Y,2076,2780000,645694,24 July 2024,0,HAMMOND AVENUE,NORMANHURST,U
632000/632604,313550,29 March 2026,618.5,"10 CAMPBELL AVE, NORMANHURST NSW 2076",1,AV4445,10,Y,2076,1740000,632604,24 January 2025,0,CAMPBELL AVENUE,NORMANHURST,U
676000/676898,332262,29 March 2026,929.5,"18 WOODBINE AVE, NORMANHURST NSW 2076",1,AQ999643,18,Y,2076,2670000,676898,24 February 2021,0,WOODBINE AVENUE,NORMANHURST,U
658000/658576,324570,29 March 2026,834.7,"42 NEPEAN AVE, NORMANHURST NSW 2076",1,AQ910740,42,Y,2076,2070000,658576,24 December 2020,0,NEPEAN AVENUE,NORMANHURST,U
3972000/3972596,336034,29 March 2026,1061,"16 OSBORN RD, NORMANHURST NSW 2076",1,AT706421,16,Y,2076,1780000,3972596,24 August 2023,0,OSBORN ROAD,NORMANHURST,U
3961000/3961845,336007,29 March 2026,470.4,"22 KNOX PL, NORMANHURST NSW 2076",1,AP557011,22,Y,2076,1410000,3961845,24 August 2019,0,KNOX PLACE,NORMANHURST,U
3972000/3972511,336024,29 March 2026,1102,"24A CAMPBELL AVE, NORMANHURST NSW 2076",1,AU129196,24A,Y,2076,1940000,3972511,24 April 2024,0,CAMPBELL AVENUE,NORMANHURST,U
660000/660187,325347,29 March 2026,815.7,"5 OAK ST, NORMANHURST NSW 2076",1,AR97685,5,Y,2076,1910000,660187,24 April 2021,0,OAK STREET,NORMANHURST,U
3972000/3972201,336019,29 March 2026,749.3,"21 STUART AVE, NORMANHURST NSW 2076",1,AR119893,21,Y,2076,1510000,3972201,24 April 2021,0,STUART AVENUE,NORMANHURST,U
639000/639737,316528,29 March 2026,944.4,"17 EATON AVE, NORMANHURST NSW 2076",1,AT706751,17,Y,2076,2730000,639737,23 September 2023,0,EATON AVENUE,NORMANHURST,U
658000/658584,324575,29 March 2026,809.4,"24 NEPEAN AVE, NORMANHURST NSW 2076",1,AT580230,24,Y,2076,2200000,658584,23 September 2023,0,NEPEAN AVENUE,NORMANHURST,U
647000/647959,320162,29 March 2026,1233,"14 HINEMOA AVE, NORMANHURST NSW 2076",1,AV813141,14,Y,2076,1980000,647959,23 October 2025,0,HINEMOA AVENUE,NORMANHURST,U
4523000/4523909,336669,29 March 2026,1290,"62 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AT695377,62,Y,2076,950000,4523909,23 October 2023,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
641000/641927,317300,29 March 2026,942.2,"39 FERNDALE RD, NORMANHURST NSW 2076",1,AR811367,39,Y,2076,2060000,641927,23 October 2021,0,FERNDALE ROAD,NORMANHURST,U
3978000/3978451,336049,29 March 2026,696.8,"10 OSBORN RD, NORMANHURST NSW 2076",1,AQ643753,10,Y,2076,1600000,3978451,23 October 2020,0,OSBORN ROAD,NORMANHURST,U
651000/651606,321760,29 March 2026,1075,"27 KNOX PL, NORMANHURST NSW 2076",1,AT717420,27,Y,2076,1712000,651606,23 November 2023,0,KNOX PLACE,NORMANHURST,U
636000/636754,315439,29 March 2026,853.6,"1 CYPRESS ST, NORMANHURST NSW 2076",1,AV214377,1,Y,2076,2300000,636754,23 May 2025,0,CYPRESS STREET,NORMANHURST,U
626000/626304,310819,29 March 2026,739.8,"16 AVERY ST, NORMANHURST NSW 2076",1,AU45117,16,Y,2076,1710000,626304,23 March 2024,0,AVERY STREET,NORMANHURST,U
3472000/3472628,334981,29 March 2026,609.1,"17 STUART AVE, NORMANHURST NSW 2076",1,AQ59247,17,Y,2076,1450000,3472628,23 March 2020,0,STUART AVENUE,NORMANHURST,U
631000/631468,313142,29 March 2026,472.1,"11A BUCKINGHAM AVE, NORMANHURST NSW 2076",1,AP73634,11A,Y,2076,1065000,631468,23 January 2019,0,BUCKINGHAM AVENUE,NORMANHURST,U
632000/632606,313552,29 March 2026,866.3,"12 CAMPBELL AVE, NORMANHURST NSW 2076",1,AV73281,12,Y,2076,1950000,632606,23 February 2025,0,CAMPBELL AVENUE,NORMANHURST,U
637000/637945,315942,29 March 2026,1062,"11 DENMAN PDE, NORMANHURST NSW 2076",1,AR860657,11,Y,2076,1478500,637945,23 December 2021,0,DENMAN PARADE,NORMANHURST,U
629000/629660,312371,29 March 2026,1366,"6 BLUEGUM ST, NORMANHURST NSW 2076",1,AS519493,6,Y,2076,2040000,629660,23 August 2022,0,BLUEGUM STREET,NORMANHURST,U
632000/632892,313692,29 March 2026,878.9,"34 CARCOOLA CRES, NORMANHURST NSW 2076",1,AR488151,34,Y,2076,2220000,632892,23 August 2021,0,CARCOOLA CRESCENT,NORMANHURST,U
646000/646301,319378,29 March 2026,929.5,"3 HARRIS RD, NORMANHURST NSW 2076",1,AT574377,3,Y,2076,2800500,646301,22 September 2023,0,HARRIS ROAD,NORMANHURST,U
647000/647953,320160,29 March 2026,1233,"6 HINEMOA AVE, NORMANHURST NSW 2076",1,AV674662,6,Y,2076,2150000,647953,22 October 2025,0,HINEMOA AVENUE,NORMANHURST,U
3282000/3282772,334610,29 March 2026,619.4,"2C OSBORN RD, NORMANHURST NSW 2076",1,AT784894,2C,Y,2076,1930000,3282772,22 October 2023,0,OSBORN ROAD,NORMANHURST,U
646000/646311,319380,29 March 2026,701.9,"25 HARRIS RD, NORMANHURST NSW 2076",1,AR726038,25,Y,2076,2200000,646311,22 October 2021,0,HARRIS ROAD,NORMANHURST,U
3972000/3972510,336023,29 March 2026,879.5,"24 CAMPBELL AVE, NORMANHURST NSW 2076",1,AQ568450,24,Y,2076,1530000,3972510,22 October 2020,0,CAMPBELL AVENUE,NORMANHURST,U
4245000/4245599,336355,29 March 2026,766.3,"26 OSBORN RD, NORMANHURST NSW 2076",1,AR205107,26,Y,2076,2310000,4245599,22 May 2021,0,OSBORN ROAD,NORMANHURST,U
632000/632599,313546,29 March 2026,580.6,"6A CAMPBELL AVE, NORMANHURST NSW 2076",1,AP368023,6A,Y,2076,975000,632599,22 May 2019,0,CAMPBELL AVENUE,NORMANHURST,U
651000/651604,321758,29 March 2026,1081,"23 KNOX PL, NORMANHURST NSW 2076",1,AV29939,23,Y,2076,2250000,651604,22 March 2025,0,KNOX PLACE,NORMANHURST,U
